Proteome_ID,Tax_ID,SUPERREGNUM
UP000826725,2772557,bacteria
UP000203134,1923244,viruses
UP000002408,456442,archaea
UP000596768,2774333,bacteria
UP000201299,186810,viruses
UP000240376,2053693,viruses
UP000001210,2914014,viruses
UP000187047,1907390,bacteria
UP000423741,1813880,bacteria
UP000319598,2591047,viruses
UP000203642,578305,viruses
UP000236548,2035414,bacteria
UP000188464,1945859,bacteria
UP000296731,2548206,viruses
UP000030982,1338436,bacteria
UP000243250,555875,archaea
UP000009154,1112204,bacteria
UP000007016,12223,viruses
UP000265140,8010,eukaryota
UP000170148,1203539,viruses
UP000504613,9880,eukaryota
UP000167073,481315,viruses
UP000009294,10299,viruses
UP000374843,2654547,bacteria
UP000195931,1255570,bacteria
UP000071561,188932,bacteria
UP000035018,1538640,bacteria
UP000293561,2530135,viruses
UP000203725,1922808,viruses
UP000171028,1520935,viruses
UP000680666,2786240,viruses
UP000761667,2842121,bacteria
UP000494119,1723730,bacteria
UP000469159,1739690,bacteria
UP000203371,1519409,viruses
UP000051497,295108,bacteria
UP000007804,928296,viruses
UP000682056,2786432,viruses
UP000326354,2596890,bacteria
UP000188937,435,bacteria
UP000683585,1177216,bacteria
UP000639838,2509774,viruses
UP000694389,13489,eukaryota
UP000198774,1780378,bacteria
UP000201467,1661396,viruses
UP001059668,2961685,viruses
UP000682356,2786460,viruses
UP000201042,1923108,viruses
UP000265325,68268,bacteria
UP000017842,1116472,bacteria
UP000170423,1379708,viruses
UP000676808,2786113,viruses
UP000679816,2596882,viruses
UP000503018,2698828,bacteria
UP000225448,2006668,viruses
UP000663791,2803858,bacteria
UP000240484,1087070,viruses
UP000196143,1987723,bacteria
UP000053424,686832,eukaryota
UP000094296,766136,bacteria
UP000612055,47281,eukaryota
UP000273044,1750,bacteria
UP000326093,2301661,viruses
UP000004156,1125723,bacteria
UP000279525,2268028,bacteria
UP000243342,1428644,bacteria
UP000275325,2495580,bacteria
UP000000737,313612,bacteria
UP000204667,1675865,viruses
UP000680003,2786019,viruses
UP000008567,12144,viruses
UP000294625,2094121,bacteria
UP000319711,2589665,viruses
UP000202009,1778570,viruses
UP000599074,689768,bacteria
UP000184251,1120975,bacteria
UP000707206,2696054,bacteria
UP000030327,1566990,viruses
UP001055374,2185132,viruses
UP000322089,2583186,viruses
UP000029844,1552123,bacteria
UP000000845,526218,bacteria
UP000605974,2782564,viruses
UP000422569,134,bacteria
UP000094526,86049,eukaryota
UP000540762,182895,eukaryota
UP000296621,2548003,viruses
UP000290831,1175850,viruses
UP000693905,2745681,viruses
UP000222922,1838152,viruses
UP000245872,247481,bacteria
UP000240995,1980161,viruses
UP000001010,190485,bacteria
UP000012036,1262516,viruses
UP000027222,685588,eukaryota
UP000549091,381881,eukaryota
UP000029082,1437603,bacteria
UP001085076,325984,eukaryota
UP000419743,2761496,bacteria
UP000008591,928302,viruses
UP000050934,396268,bacteria
UP000007848,1109721,viruses
UP000002524,243230,bacteria
UP000296703,2558631,viruses
UP000284177,99594,bacteria
UP000051912,1714344,bacteria
UP000034156,44574,bacteria
UP000189370,301967,archaea
UP000664034,2817060,bacteria
UP000202438,12319,viruses
UP000594422,2783549,viruses
UP000516460,2743923,viruses
UP000663903,2816950,bacteria
UP000598971,2656915,bacteria
UP000530660,2690220,eukaryota
UP000005134,469610,bacteria
UP000006663,469382,archaea
UP000138843,706530,viruses
UP000223252,1860192,viruses
UP000694854,178133,eukaryota
UP000678215,2755152,viruses
UP000202199,1922824,viruses
UP000017866,1417599,viruses
UP000164817,656889,viruses
UP000006286,930169,bacteria
UP000558164,2585812,eukaryota
UP000014703,1208587,viruses
UP000695026,176946,eukaryota
UP000204563,222450,viruses
UP000203935,1923200,viruses
UP000203947,1685740,viruses
UP000198313,2005459,bacteria
UP000001584,83332,bacteria
UP000680223,2786462,viruses
UP000000709,619300,eukaryota
UP000636505,915328,bacteria
UP000007475,942165,viruses
UP000295196,2510456,viruses
UP000253557,2234075,viruses
UP000243128,1183241,viruses
UP000202784,1883369,viruses
UP000683285,2786779,viruses
UP000680790,2786404,viruses
UP000545332,458187,eukaryota
UP000275846,70667,eukaryota
UP000244824,2126721,viruses
UP000694569,445787,eukaryota
UP000125000,1163709,viruses
UP000249377,2764322,bacteria
UP000000809,272843,bacteria
UP000229510,2035201,bacteria
UP000030300,2045,bacteria
UP000002082,484895,viruses
UP000231516,1889778,bacteria
UP000174571,1590370,viruses
UP000202610,1849544,viruses
UP000343370,2663324,viruses
UP000831644,2935859,bacteria
UP000682114,2558458,viruses
UP000111010,1985398,viruses
UP000006743,557723,bacteria
UP000657035,56067,eukaryota
UP000253090,1416533,bacteria
UP000291471,2053615,bacteria
UP000272745,2202647,viruses
UP000258434,2250319,viruses
UP000001826,190192,archaea
UP000092884,222136,bacteria
UP000008028,654928,viruses
UP000018550,1276258,bacteria
UP000013968,129921,bacteria
UP000270698,2365021,viruses
UP000203813,1923448,viruses
UP000202026,520848,viruses
UP000201138,1746057,viruses
UP000240663,2041492,viruses
UP000319140,2083017,bacteria
UP000503107,2713275,viruses
UP000056648,1729583,bacteria
UP000001231,523791,bacteria
UP000182360,163,bacteria
UP000207678,1735466,viruses
UP000288474,1475143,viruses
UP000063953,1697053,bacteria
UP000011189,683150,bacteria
UP000321907,2602767,bacteria
UP000263690,2304198,viruses
UP000217240,1922664,viruses
UP000683424,2799672,viruses
UP000294812,2053690,viruses
UP000428840,2500766,viruses
UP000502243,2668067,bacteria
UP000204137,1923641,viruses
UP000203839,1923405,viruses
UP000054537,1869,bacteria
UP000422759,2559281,viruses
UP000011235,1283334,viruses
UP000202471,1785960,viruses
UP000203751,1923074,viruses
UP000264876,1446794,bacteria
UP000645828,34880,eukaryota
UP000007248,11003,viruses
UP000243799,490629,bacteria
UP000296479,2558797,viruses
UP000223821,1689660,viruses
UP000271050,2041417,viruses
UP000324295,2585487,viruses
UP000296890,2558666,viruses
UP000240371,1286,bacteria
UP000010468,797304,archaea
UP000203535,1923310,viruses
UP000678674,2786076,viruses
UP000694544,68415,eukaryota
UP000000676,364370,viruses
UP000296424,2558732,viruses
UP000198793,1166073,bacteria
UP000018227,592026,bacteria
UP000255696,2268623,viruses
UP000202044,1923695,viruses
UP001057824,2914503,viruses
UP000201502,1923094,viruses
UP000646848,2571211,bacteria
UP000003438,411471,bacteria
UP000199177,1882751,bacteria
UP000290342,55404,bacteria
UP000593952,2767571,viruses
UP000616201,2082723,bacteria
UP000321668,1246,bacteria
UP000637788,66370,bacteria
UP000014629,1286094,bacteria
UP000006062,765911,bacteria
UP000649612,2794350,bacteria
UP000019277,909613,bacteria
UP000009073,595494,bacteria
UP000018436,592031,bacteria
UP000284892,1230530,bacteria
UP000214715,1497851,viruses
UP000594117,2772083,viruses
UP000502685,2716226,bacteria
UP000002258,322104,eukaryota
UP000202749,1636250,viruses
UP000000320,665033,viruses
UP000243839,35883,eukaryota
UP000005714,585530,bacteria
UP000676099,2829800,viruses
UP000011867,268739,archaea
UP000007875,51511,eukaryota
UP000296248,2558612,viruses
UP000245293,1914409,bacteria
UP000011862,573174,viruses
UP000002236,879630,viruses
UP000241445,2047865,viruses
UP000002902,1204521,viruses
UP000217272,1963254,viruses
UP001062406,2982834,viruses
UP000232737,1770265,viruses
UP000202097,1441796,viruses
UP000094165,1191298,bacteria
UP000194360,2074,bacteria
UP000225475,1647526,viruses
UP000095552,1563681,bacteria
UP000321483,1653087,viruses
UP000678624,2786773,viruses
UP000289333,2053981,viruses
UP000463977,2692737,viruses
UP000202763,1654919,viruses
UP000202873,1755290,viruses
UP000224080,2060905,eukaryota
UP000030301,1494608,bacteria
UP000676681,2786456,viruses
UP000266188,2070753,eukaryota
UP000013097,29372,bacteria
UP000031461,1122941,bacteria
UP000613743,1642821,bacteria
UP001058957,2974051,viruses
UP000231592,1821726,viruses
UP000296902,2548224,viruses
UP000264002,2293840,bacteria
UP001056973,2943841,viruses
UP000290051,1592128,viruses
UP000305753,2234088,viruses
UP000075473,178900,bacteria
UP000002225,600809,bacteria
UP000663828,249248,eukaryota
UP000019473,1182544,eukaryota
UP000623681,2803863,bacteria
UP000297038,1573760,viruses
UP000207689,1923393,viruses
UP000207720,318848,viruses
UP000029357,1437363,viruses
UP000204450,1923367,viruses
UP000287796,2498111,bacteria
UP000069926,634113,bacteria
UP000317709,2593337,viruses
UP000295757,171289,bacteria
UP000596800,2760047,bacteria
UP000593732,2776735,viruses
UP000222950,1923890,viruses
UP000321612,2508867,bacteria
UP000635477,1053134,eukaryota
UP000207626,1923013,viruses
UP000245609,133381,eukaryota
UP000199572,390241,bacteria
UP000214656,1654339,viruses
UP000203005,1923542,viruses
UP000249836,2184345,bacteria
UP000503349,215402,eukaryota
UP000019475,1439940,bacteria
UP000005540,432331,bacteria
UP000335940,2099795,bacteria
UP000269863,1608081,viruses
UP000158204,1117633,viruses
UP000321275,77098,bacteria
UP000315628,415218,bacteria
UP000291613,2528245,bacteria
UP000632892,2692911,bacteria
UP000011293,979726,viruses
UP000196560,1472761,bacteria
UP000290909,264636,bacteria
UP000683093,2057931,viruses
UP000029355,1538804,viruses
UP000054150,36300,eukaryota
UP000204344,352882,viruses
UP000203623,36355,viruses
UP000202567,1923081,viruses
UP000445582,1463597,bacteria
UP000289205,2494785,viruses
UP000680678,2789449,viruses
UP001059824,2665156,bacteria
UP000000938,295027,viruses
UP000014136,1139996,bacteria
UP000327263,2587837,bacteria
UP000068137,1528099,bacteria
UP000639396,2772510,bacteria
UP000298652,4556,eukaryota
UP000405876,2653755,viruses
UP000552097,1105145,bacteria
UP000323085,2585388,viruses
UP000028123,1501230,bacteria
UP000006057,710421,bacteria
UP000017954,1262889,bacteria
UP000277644,2487416,bacteria
UP000002027,479434,bacteria
UP000163303,208491,viruses
UP000018232,1263020,bacteria
UP000011180,102232,bacteria
UP000203821,1852627,viruses
UP000663880,345717,eukaryota
UP000239836,2107688,bacteria
UP000009080,377629,bacteria
UP000322405,2585406,viruses
UP000295657,1521930,bacteria
UP000515150,158456,eukaryota
UP000503365,2510980,viruses
UP000214750,1945888,bacteria
UP000501203,2656722,viruses
UP000297280,87229,eukaryota
UP000244441,2172099,bacteria
UP000052094,568209,viruses
UP000165652,1590650,viruses
UP000585272,912552,bacteria
UP000607197,1383812,archaea
UP000241488,2099850,viruses
UP000198856,890420,archaea
UP000290657,2044504,bacteria
UP000193990,56425,bacteria
UP000002817,675816,bacteria
UP000239209,439699,bacteria
UP000268651,2488980,viruses
UP000222797,1647554,viruses
UP000014960,941449,bacteria
UP000659062,797021,eukaryota
UP000020180,1287252,bacteria
UP000475545,2665643,bacteria
UP000007086,337081,viruses
UP000440224,889282,bacteria
UP000094379,291169,bacteria
UP000694392,8508,eukaryota
UP000203012,1720526,viruses
UP000296229,2558846,viruses
UP000248852,2107709,viruses
UP000198847,112903,bacteria
UP000198604,1608583,bacteria
UP000225383,1226256,viruses
UP000033641,1415558,bacteria
UP000242519,503106,eukaryota
UP000310636,2565925,bacteria
UP000268016,2480588,bacteria
UP000499080,182803,eukaryota
UP000201727,1922778,viruses
UP000502098,181217,viruses
UP000186914,553468,archaea
UP000007020,654904,viruses
UP000199473,1123062,bacteria
UP000198870,419481,bacteria
UP000281415,2315627,viruses
UP000051315,1423735,bacteria
UP000203225,255238,viruses
UP000270048,2483851,viruses
UP000000974,320831,viruses
UP000016160,1347342,bacteria
UP000680399,2584392,viruses
UP000001473,645127,bacteria
UP000018881,1414737,viruses
UP000218238,987040,bacteria
UP000202880,1592085,viruses
UP000789524,151541,eukaryota
UP000232887,937809,viruses
UP000294498,1539049,bacteria
UP000201694,642256,viruses
UP000002539,373410,viruses
UP000288279,337250,bacteria
UP000018117,1262908,bacteria
UP000327174,2599832,viruses
UP000064921,121719,bacteria
UP000199347,1120955,bacteria
UP000225754,1933104,viruses
UP000118929,1315261,viruses
UP000011830,1168744,viruses
UP000412907,2053527,bacteria
UP000198672,61595,bacteria
UP000280432,2419653,viruses
UP000295609,2517931,viruses
UP000193144,1231657,eukaryota
UP000192775,1619308,bacteria
UP000203549,283675,viruses
UP000203046,1675549,viruses
UP000681864,1879010,bacteria
UP000640414,50421,bacteria
UP000216906,1280483,bacteria
UP000612875,2774139,bacteria
UP000296914,2558859,viruses
UP000553963,1293440,bacteria
UP000204540,1922960,viruses
UP000199695,1173111,bacteria
UP000110868,1465751,viruses
UP000460318,2691084,bacteria
UP000269274,758865,viruses
UP000325891,2652881,viruses
UP000050805,1736612,bacteria
UP000076382,1811386,bacteria
UP000201516,1170425,viruses
UP000198923,504805,bacteria
UP000593741,2772081,viruses
UP000008366,1184609,bacteria
UP000222106,638953,bacteria
UP000000572,652109,viruses
UP000201976,1592104,viruses
UP000676717,2834980,viruses
UP000053429,661399,bacteria
UP000676855,2786090,viruses
UP000024533,1215338,eukaryota
UP000203515,335963,viruses
UP000032409,1912856,bacteria
UP000641405,1828822,bacteria
UP000682327,2786651,viruses
UP000537775,362649,bacteria
UP000148052,11590,viruses
UP000007652,857293,bacteria
UP000614239,1960083,bacteria
UP000201121,1923296,viruses
UP000184231,558155,bacteria
UP000386927,2653715,viruses
UP000269883,241368,bacteria
UP000008927,1005060,viruses
UP000559809,380911,bacteria
UP000324663,2585444,viruses
UP000503281,2723727,viruses
UP000201646,1664246,viruses
UP000682810,2786041,viruses
UP000201452,1923324,viruses
UP000006304,1133849,bacteria
UP000000456,1141137,viruses
UP000593965,2776854,viruses
UP000319788,2293314,viruses
UP000296862,2518177,bacteria
UP000180098,85682,bacteria
UP000320660,2508172,viruses
UP000619145,2777969,bacteria
UP000296592,2558759,viruses
UP000000880,70203,viruses
UP000132112,1472717,viruses
UP000202162,905054,viruses
UP000202838,11901,viruses
UP000002174,139871,viruses
UP000310273,2510477,viruses
UP000184188,1073090,eukaryota
UP000050886,1736488,bacteria
UP000255169,29486,bacteria
UP000322031,2591102,viruses
UP000422962,2662298,viruses
UP000464249,2696416,viruses
UP000203869,1922436,viruses
UP000011958,1069680,eukaryota
UP000204474,1923584,viruses
UP000595413,2709316,viruses
UP000295623,2530371,bacteria
UP000000635,673834,viruses
UP000196483,1965631,bacteria
UP000201401,2170122,viruses
UP000002219,446468,bacteria
UP000202806,556524,viruses
UP000290131,2500581,viruses
UP000202473,1176736,viruses
UP000163076,12657,viruses
UP000324595,860790,bacteria
UP000078595,1296121,eukaryota
UP000220675,1962403,bacteria
UP000645257,1225769,bacteria
UP000296487,2548100,viruses
UP000078397,1380566,eukaryota
UP000596198,2777372,viruses
UP000203247,1922361,viruses
UP000244223,1077255,bacteria
UP000204131,1608042,viruses
UP000077535,765867,eukaryota
UP000676705,2786670,viruses
UP000037923,157538,eukaryota
UP000201118,1561150,viruses
UP000017559,1381753,eukaryota
UP000005746,314270,bacteria
UP000204582,1922551,viruses
UP000290341,2494759,viruses
UP000622890,2801341,bacteria
UP000228758,1162967,bacteria
UP000677167,2304485,viruses
UP000203538,2169908,viruses
UP000515957,2762280,viruses
UP000150202,1678234,viruses
UP000051296,1123500,bacteria
UP000036611,665792,bacteria
UP000562395,173676,bacteria
UP000033140,698492,eukaryota
UP000204461,1922886,viruses
UP000018386,1262995,bacteria
UP000198573,1855299,bacteria
UP000004870,638300,bacteria
UP000679073,2786255,viruses
UP000185327,1493508,viruses
UP000012651,997872,bacteria
UP000005893,1217068,viruses
UP000001418,710127,bacteria
UP000018112,1262998,bacteria
UP000232828,1238455,viruses
UP000678749,2786036,viruses
UP000030714,1567005,viruses
UP000275661,2219126,viruses
UP000053070,502682,bacteria
UP000204030,1747287,viruses
UP000501202,2725605,viruses
UP000036270,67855,bacteria
UP000586634,227226,eukaryota
UP000253319,2233533,bacteria
UP000655751,2785916,bacteria
UP000250118,1919247,viruses
UP000679217,2592416,viruses
UP000248311,1795041,bacteria
UP001064629,2972494,viruses
UP000203897,1923275,viruses
UP000053872,8932,eukaryota
UP000682731,2786314,viruses
UP000224033,1838068,viruses
UP000799049,505711,eukaryota
UP000321291,496057,bacteria
UP000029585,742738,bacteria
UP000676523,2731253,viruses
UP000256373,2259619,bacteria
UP000190776,420778,eukaryota
UP000077086,1314672,eukaryota
UP000681199,2231774,viruses
UP000014962,641526,bacteria
UP000199208,1120920,bacteria
UP000593734,2772085,viruses
UP000179642,1678012,bacteria
UP000297127,2491317,viruses
UP000252246,2250366,viruses
UP000225513,1647533,viruses
UP000324408,2592200,viruses
UP000269689,762213,bacteria
UP000184225,579105,bacteria
UP000603297,357074,eukaryota
UP001057427,2948594,viruses
UP000199102,1881054,bacteria
UP000622552,619741,bacteria
UP000201649,558690,viruses
UP000053271,68231,bacteria
UP000327085,3755,eukaryota
UP000199408,47864,bacteria
UP000326537,2655002,viruses
UP000077355,253703,bacteria
UP000694408,40217,eukaryota
UP000077614,1812182,bacteria
UP000096247,680693,viruses
UP000051720,1736285,bacteria
UP000201965,1685749,viruses
UP000202122,1922656,viruses
UP000242877,392613,eukaryota
UP000290145,2094259,viruses
UP000050280,1300341,bacteria
UP000536275,5476,eukaryota
UP000224068,573176,viruses
UP000681145,2786490,viruses
UP000007696,11697,viruses
UP000321225,153731,bacteria
UP000199133,1882761,bacteria
UP000019747,1470461,viruses
UP000290014,2502454,viruses
UP000515262,2759732,viruses
UP000195645,1932698,bacteria
UP000000760,360106,bacteria
UP000253945,736,bacteria
UP000321723,156981,bacteria
UP000112084,1464071,viruses
UP000029748,1195365,viruses
UP000287502,139438,bacteria
UP000094479,1621259,bacteria
UP000033409,1427391,bacteria
UP000198634,657014,bacteria
UP000198867,995034,bacteria
UP000194236,6958,eukaryota
UP000694391,286419,eukaryota
UP000194873,1770526,bacteria
UP000031636,754409,bacteria
UP000109731,10385,viruses
UP000204429,1922387,viruses
UP000208093,1843763,viruses
UP000007541,696863,viruses
UP000239485,512762,bacteria
UP000558509,74200,eukaryota
UP000011785,1046081,viruses
UP000259464,2282904,viruses
UP000000792,436308,archaea
UP000481022,2706027,bacteria
UP000015423,1214242,bacteria
UP000677648,2829392,viruses
UP000006724,12098,viruses
UP000681583,2586645,viruses
UP000241335,1592125,viruses
UP000006574,694007,viruses
UP000015104,32264,eukaryota
UP000093657,1849840,bacteria
UP000325007,2601619,viruses
UP000693650,2836009,viruses
UP000242188,6573,eukaryota
UP000646365,1867774,bacteria
UP000014983,1276221,bacteria
UP000056090,589873,bacteria
UP000202482,1488574,viruses
UP000215182,2014877,bacteria
UP000272249,2340715,viruses
UP000258330,2175605,viruses
UP000201110,307677,viruses
UP000002421,198110,viruses
UP000053235,388408,bacteria
UP000109318,1891720,viruses
UP000679746,2786387,viruses
UP000198691,1881038,bacteria
UP000515290,2759954,bacteria
UP000266965,2341079,viruses
UP000679848,2714358,bacteria
UP000223072,1932890,viruses
UP000296946,2548089,viruses
UP000158017,1303334,viruses
UP000435913,2686202,viruses
UP000269292,2315616,viruses
UP000075321,1008153,archaea
UP000319209,2594004,bacteria
UP000232526,1143698,viruses
UP000054004,1165095,bacteria
UP000008230,31547,viruses
UP000001757,2681594,viruses
UP000164653,1076255,viruses
UP000001544,398511,bacteria
UP000501937,1945738,viruses
UP000032141,109376,eukaryota
UP000204651,1923287,viruses
UP000274323,2483718,viruses
UP000011287,2880542,viruses
UP000271820,2301621,viruses
UP000462212,602034,eukaryota
UP000297072,2056885,viruses
UP000241499,2048061,viruses
UP000255139,216,bacteria
UP000424774,2656531,viruses
UP000201871,1701824,viruses
UP000204625,1922708,viruses
UP000226437,438751,bacteria
UP000571018,2748684,bacteria
UP000006327,493475,bacteria
UP000202364,1922702,viruses
UP000663074,2813213,viruses
UP000052092,940834,viruses
UP000290839,2364645,viruses
UP000219440,386302,bacteria
UP000436694,2663379,bacteria
UP000682544,2786612,viruses
UP000274108,2077277,viruses
UP000525652,388746,bacteria
UP000076494,1776083,bacteria
UP000289354,2304619,viruses
UP000526408,2650661,bacteria
UP000007150,690566,bacteria
UP000198244,2014542,bacteria
UP000676365,2448906,viruses
UP000534286,47479,bacteria
UP000007797,261658,eukaryota
UP000470772,523847,archaea
UP000515859,2762325,bacteria
UP000221965,1959008,viruses
UP000030003,1385515,bacteria
UP000003019,1032488,bacteria
UP000677252,2786839,viruses
UP000202224,1923075,viruses
UP000189438,1712380,bacteria
UP000371041,2665642,bacteria
UP000198640,44576,bacteria
UP000241769,1890364,eukaryota
UP000682291,2786127,viruses
UP000676868,2786807,viruses
UP001057446,2961710,viruses
UP000001308,346882,viruses
UP000055668,1735012,bacteria
UP000185320,1493511,viruses
UP000296183,2558817,viruses
UP000784294,117903,eukaryota
UP000676882,2786009,viruses
UP000682653,2786707,viruses
UP000007305,4577,eukaryota
UP000190435,34060,bacteria
UP000325273,2603818,bacteria
UP000028160,1499968,bacteria
UP000005446,1104152,eukaryota
UP000001015,273063,archaea
UP000672934,1462994,bacteria
UP000290721,2494741,viruses
UP000320762,97359,eukaryota
UP000249300,393921,bacteria
UP000121539,1504288,viruses
UP000000328,749927,bacteria
UP000527178,68497,eukaryota
UP000324965,1828112,bacteria
UP000247286,2170743,bacteria
UP000002609,269145,viruses
UP000682943,2786554,viruses
UP000509192,2719181,viruses
UP000207606,1862961,viruses
UP000000562,36870,bacteria
UP000051677,1778,bacteria
UP000323356,2583187,viruses
UP000008513,510952,eukaryota
UP000194457,157779,bacteria
UP000202325,1685785,viruses
UP000322381,2585472,viruses
UP000277533,2485154,bacteria
UP000008212,243275,bacteria
UP000224052,1718840,viruses
UP000683005,2786746,viruses
UP000097858,1511639,viruses
UP000000359,478555,viruses
UP000500715,2718941,viruses
UP000595470,2801832,viruses
UP000594150,2772079,viruses
UP000305398,2502781,bacteria
UP000011083,1257118,eukaryota
UP000290737,2072209,viruses
UP000017945,1263016,bacteria
UP000005697,888743,bacteria
UP000006714,654932,viruses
UP000053401,1681196,bacteria
UP000016888,1402875,viruses
UP000198560,1855325,bacteria
UP000519439,217168,bacteria
UP000177820,1816218,bacteria
UP000612362,2778364,bacteria
UP000013307,387631,archaea
UP000204243,1923763,viruses
UP000204102,1920748,viruses
UP000001778,370623,viruses
UP000203023,1922693,viruses
UP000216943,33922,bacteria
UP000000440,197221,bacteria
UP000221125,1897532,viruses
UP000289565,1898175,viruses
UP000283361,2292052,bacteria
UP000600260,2760040,bacteria
UP000202845,1923669,viruses
UP000162892,1520002,viruses
UP000095042,1774971,bacteria
UP000272462,135727,bacteria
UP000050911,1302272,bacteria
UP000287101,120370,bacteria
UP000235560,2069310,bacteria
UP000235324,148363,viruses
UP000226413,1897640,viruses
UP000319687,2571254,viruses
UP000297128,909827,viruses
UP000202770,1922724,viruses
UP000202508,1685741,viruses
UP000694398,34839,eukaryota
UP000501449,2039230,viruses
UP000003730,1046627,bacteria
UP000270566,2419637,viruses
UP000183107,35799,bacteria
UP000000428,227882,bacteria
UP000184389,1123281,bacteria
UP000772186,547987,bacteria
UP000298061,135208,eukaryota
UP000201690,12042,viruses
UP000204046,1815972,viruses
UP000664218,2817862,bacteria
UP000515934,683042,bacteria
UP000014977,1121405,bacteria
UP000002633,674081,viruses
UP000297169,2546629,viruses
UP000204654,1547219,viruses
UP000000571,11045,viruses
UP000201781,1432563,viruses
UP000680021,2746303,viruses
UP000203986,1643324,viruses
UP000201553,1923218,viruses
UP000682788,1985706,viruses
UP000008136,693661,archaea
UP000552587,2759900,bacteria
UP000290331,2507856,viruses
UP000018155,1263024,bacteria
UP000219336,1243014,bacteria
UP000202185,1922452,viruses
UP000625346,2509783,viruses
UP000542689,461245,eukaryota
UP000000729,205870,viruses
UP000538666,1577686,bacteria
UP000002580,2679898,viruses
UP000678036,2820278,bacteria
UP000500992,864696,viruses
UP000679409,2786254,viruses
UP000289197,1728964,viruses
UP000002098,2905945,viruses
UP000197535,1968433,bacteria
UP000256766,2029664,viruses
UP000503600,1425368,viruses
UP000286268,2320868,bacteria
UP000204288,1460070,viruses
UP000672035,2723770,viruses
UP000007241,684364,eukaryota
UP000008915,644966,bacteria
UP000184226,658167,bacteria
UP000822688,3225,eukaryota
UP000052945,1609103,bacteria
UP000266920,2365015,viruses
UP000006860,756272,bacteria
UP000296527,2548009,viruses
UP000627292,1737353,bacteria
UP000198221,47865,bacteria
UP000029015,1437605,bacteria
UP000129016,666965,viruses
UP000470128,232346,bacteria
UP000002720,2902893,viruses
UP000423885,2675259,viruses
UP000019751,1470460,viruses
UP000005445,764595,viruses
UP000241608,1788309,viruses
UP000515209,1041015,eukaryota
UP000281498,885475,bacteria
UP000651301,1828828,bacteria
UP000255346,2058095,bacteria
UP000501306,2656699,viruses
UP000031386,33033,bacteria
UP000202891,1922807,viruses
UP000070591,1384076,bacteria
UP000243074,1176766,viruses
UP000271974,188477,eukaryota
UP000297177,2116488,viruses
UP000092926,1690815,bacteria
UP000253741,2282652,bacteria
UP000162179,2065047,viruses
UP000201392,382273,viruses
UP000028549,246786,bacteria
UP000006091,1204535,viruses
UP000168289,40539,viruses
UP000113079,693999,viruses
UP000203080,1923751,viruses
UP000595300,2777369,viruses
UP000280780,2419630,viruses
UP000249713,2230886,bacteria
UP000300879,2565926,bacteria
UP000245998,2171751,bacteria
UP000202606,39681,viruses
UP000001178,379501,viruses
UP000193618,1903117,bacteria
UP000259421,2283270,viruses
UP000269097,2674991,bacteria
UP000296269,2558659,viruses
UP000077926,264697,bacteria
UP000427093,2656537,viruses
UP000327190,2652404,viruses
UP000145747,471285,viruses
UP000198553,930146,bacteria
UP000001154,344022,viruses
UP000244315,2169540,bacteria
UP000294200,1245441,bacteria
UP000424111,2675236,viruses
UP000202236,1922954,viruses
UP000222625,1815956,viruses
UP000001805,367110,eukaryota
UP000018011,1263004,bacteria
UP000887577,310955,eukaryota
UP000266895,52771,bacteria
UP000226117,1718841,viruses
UP000517724,2772253,bacteria
UP000225226,1772218,viruses
UP000679729,2786194,viruses
UP001059122,2905513,viruses
UP000232525,2065045,viruses
UP000545614,2052174,bacteria
UP000202408,1922392,viruses
UP000029920,135569,bacteria
UP000683033,2786492,viruses
UP000000343,1198114,bacteria
UP000296711,2558840,viruses
UP000162045,1034793,viruses
UP000054097,933852,eukaryota
UP000240529,2093275,viruses
UP000677524,2786805,viruses
UP000070500,1588750,bacteria
UP000323665,2584793,viruses
UP000070250,465721,bacteria
UP000419033,1566351,bacteria
UP000002730,573061,bacteria
UP000283634,5698,eukaryota
UP000282247,2315716,viruses
UP000002447,2914008,viruses
UP000222455,1772250,viruses
UP000155591,2170103,viruses
UP000027360,1492281,bacteria
UP000011080,72004,eukaryota
UP000008449,3052302,viruses
UP000002472,79692,viruses
UP000501266,2713267,viruses
UP000287239,2739,bacteria
UP000423819,2695848,viruses
UP000002493,223926,bacteria
UP000202926,1755682,viruses
UP000031408,1349421,bacteria
UP001058093,2856997,viruses
UP000180199,1678001,bacteria
UP000422411,2656550,viruses
UP000243198,1922393,viruses
UP000204355,1923111,viruses
UP000001649,12302,viruses
UP000296868,2548310,viruses
UP000217335,2027645,viruses
UP000243897,1218727,viruses
UP000256139,2268610,viruses
UP000203010,1922787,viruses
UP000642809,849756,bacteria
UP000204023,1158189,viruses
UP000669179,1427535,bacteria
UP000237945,2086263,bacteria
UP000248579,2036055,viruses
UP000027380,1498220,viruses
UP000263633,1803374,eukaryota
UP000202836,263004,viruses
UP000107534,666961,viruses
UP000494255,458836,bacteria
UP000202070,1777064,viruses
UP000054761,454,bacteria
UP000053024,285568,bacteria
UP000478898,1872138,bacteria
UP000476718,2706126,bacteria
UP000678394,2692020,viruses
UP000587655,425643,eukaryota
UP000203501,333348,viruses
UP000203233,1922860,viruses
UP000320867,2588133,viruses
UP000013148,1217656,bacteria
UP000516007,2768142,viruses
UP000171536,2170194,viruses
UP000203543,1888311,viruses
UP000593575,34283,eukaryota
UP000255697,2269366,viruses
UP000557717,595692,bacteria
